Date,Open,High,Low,Close,Adj Close,Volume
2020-04-03,124.300003,128.479996,120.110001,128.199997,128.199997,12238100
2020-04-06,113.629997,125.175003,108.529999,122.940002,122.940002,25378900
2020-04-07,118.004997,118.440002,109.570999,113.750000,113.750000,20166200
2020-04-08,115.019997,125.877998,112.500000,117.809998,117.809998,26243300
2020-04-09,117.800003,125.500000,114.000000,124.510002,124.510002,15513000
2020-04-13,127.000000,136.860001,125.603996,135.919998,135.919998,15411700
2020-04-14,141.070007,145.199997,139.009995,141.889999,141.889999,11679900
2020-04-15,141.710007,152.570007,140.000000,151.559998,151.559998,14193300
2020-04-16,149.919998,154.250000,146.800003,150.259995,150.259995,15138200
2020-04-17,147.910004,153.789001,144.029999,150.059998,150.059998,11328400
2020-04-20,153.300003,155.000000,148.253998,148.990005,148.990005,11218700
2020-04-21,151.419998,154.750000,138.360001,143.270004,143.270004,9709100
2020-04-22,147.100006,152.279999,145.100006,150.250000,150.250000,6552800
2020-04-23,154.009995,169.750000,153.490005,169.089996,169.089996,22159800
2020-04-24,177.149994,181.500000,158.300003,158.800003,158.800003,44049500
2020-04-27,156.589996,167.850006,155.000000,164.600006,164.600006,19783700
2020-04-28,165.000000,166.000000,155.250000,156.720001,156.720001,13477800
2020-04-29,147.979996,151.000000,143.380005,146.479996,146.479996,22033300
2020-04-30,139.990005,143.800003,133.679993,135.169998,135.169998,16682300
2020-05-01,136.000000,141.630005,132.669998,138.559998,138.559998,13807000
2020-05-04,140.770004,144.979996,140.449997,143.440002,143.440002,9184700
2020-05-05,144.429993,148.440002,140.860001,144.820007,144.820007,7376300
2020-05-06,145.470001,150.740005,144.089996,149.589996,149.589996,6031100
2020-05-07,154.839996,162.000000,154.039993,157.800003,157.800003,8388900
2020-05-08,160.000000,161.160004,152.705002,155.399994,155.399994,7079100
2020-05-11,159.429993,168.000000,158.000000,166.479996,166.479996,10142700
2020-05-12,168.000000,168.229996,160.050003,161.039993,161.039993,7102600
2020-05-13,163.610001,171.500000,159.169998,167.139999,167.139999,11081300
2020-05-14,168.259995,170.800003,162.889999,167.910004,167.910004,6730500
2020-05-15,166.750000,175.440002,166.559998,174.830002,174.830002,8530000
2020-05-18,170.029999,173.440002,162.641998,164.690002,164.690002,9636800
2020-05-19,167.000000,173.860001,166.210007,173.679993,173.679993,8485500
2020-05-20,173.529999,175.639999,170.529999,175.479996,175.479996,6910000
2020-05-21,175.960007,177.800003,168.360001,172.029999,172.029999,5525300
2020-05-22,171.860001,175.889999,170.199997,171.059998,171.059998,4302200
2020-05-26,169.100006,169.690002,163.119995,164.000000,164.000000,6689700
2020-05-27,158.009995,162.220001,149.160004,161.970001,161.970001,10076700
2020-05-28,159.229996,169.399994,159.199997,163.550003,163.550003,6386800
2020-05-29,168.000000,179.990005,167.860001,179.479996,179.479996,15311300
2020-06-01,183.179993,205.869995,183.000000,204.149994,204.149994,24394400
2020-06-02,210.250000,212.690002,197.320007,208.080002,208.080002,36853400
2020-06-03,211.699997,224.460007,202.320007,223.869995,223.869995,32390100
2020-06-04,221.000000,223.000000,207.600006,210.350006,210.350006,20212600
2020-06-05,200.110001,208.940002,196.100006,207.600006,207.600006,16298700
2020-06-08,204.350006,211.440002,198.660004,209.830002,209.830002,10457500
2020-06-09,209.830002,210.589996,202.929993,205.429993,205.429993,7521800
2020-06-10,208.889999,221.529999,208.259995,221.020004,221.020004,12241100
2020-06-11,219.179993,232.000000,218.500000,222.070007,222.070007,17615800
2020-06-12,224.789993,231.449997,216.750000,219.520004,219.520004,8766000
2020-06-15,227.839996,239.589996,226.380005,239.020004,239.020004,13959100
2020-06-16,235.990005,243.500000,231.820999,242.559998,242.559998,11333300
2020-06-17,243.179993,243.880005,235.119995,236.759995,236.759995,11691400
2020-06-18,240.389999,242.610001,238.220001,241.570007,241.570007,9340900
2020-06-19,241.639999,243.570007,238.703995,243.479996,243.479996,10077500
2020-06-22,247.464996,254.899994,247.289993,251.270004,251.270004,11093700
2020-06-23,251.259995,254.774994,247.570007,252.809998,252.809998,8791500
2020-06-24,254.500000,258.750000,248.600006,255.899994,255.899994,9862800
2020-06-25,258.230011,260.290009,252.660004,259.510010,259.510010,7490500
2020-06-26,260.519989,261.619995,250.360001,256.799988,256.799988,17142900
2020-06-29,254.970001,255.899994,243.589996,248.559998,248.559998,8436400
2020-06-30,249.869995,256.829987,248.350006,253.539993,253.539993,6305500
2020-07-01,251.350006,261.000000,247.210007,259.130005,259.130005,6803300
2020-07-02,261.000000,263.799988,258.000000,261.739990,261.739990,5629000
2020-07-06,265.000000,275.079987,259.320007,261.000000,261.000000,12250200
2020-07-07,261.549988,266.450012,258.100006,262.100006,262.100006,7819700
2020-07-08,263.799988,268.528015,261.290009,266.320007,266.320007,6012900
2020-07-09,269.010010,272.700012,264.220001,269.519989,269.519989,5396000
2020-07-10,271.769989,278.160004,268.640015,275.869995,275.869995,6354800
2020-07-13,278.630005,281.000000,256.338013,260.299988,260.299988,9293000
2020-07-14,260.959991,265.329987,240.449997,260.010010,260.010010,8713100
2020-07-15,253.699997,257.500000,248.119995,256.220001,256.220001,6073600
2020-07-16,250.389999,253.000000,243.429993,248.539993,248.539993,5420100
2020-07-17,247.169998,250.936996,241.289993,246.539993,246.539993,4626600
2020-07-20,246.487000,271.350006,245.990005,268.579987,268.579987,9784900
2020-07-21,268.750000,269.750000,258.200012,260.440002,260.440002,4762000
2020-07-22,261.950012,265.399994,255.809998,261.179993,261.179993,4581600
2020-07-23,260.839996,264.899994,249.210007,251.500000,251.500000,4589400
2020-07-24,246.199997,250.210007,237.199997,246.559998,246.559998,4303200
2020-07-27,249.279999,252.970001,246.220001,252.330002,252.330002,3328600
2020-07-28,252.699997,258.910004,251.320007,252.179993,252.179993,3366200
2020-07-29,255.550003,259.929993,251.149994,252.389999,252.389999,3333700
2020-07-30,250.313995,256.325989,239.320007,250.000000,250.000000,7926100
2020-07-31,253.500000,255.199997,248.360001,253.910004,253.910004,3381100
2020-08-03,256.829987,271.100006,256.109985,268.000000,268.000000,6779300
2020-08-04,268.000000,269.190002,262.000000,267.339996,267.339996,3087300
2020-08-05,266.290009,275.093994,262.519989,272.899994,272.899994,4514900
2020-08-06,273.869995,274.480011,263.910004,268.250000,268.250000,3602900
2020-08-07,266.450012,268.000000,252.789993,258.730011,258.730011,5024700
2020-08-10,259.140015,261.440002,244.539993,250.000000,250.000000,5714000
2020-08-11,245.479996,245.479996,230.000000,231.039993,231.039993,9730500
2020-08-12,232.300003,239.399994,230.750000,236.720001,236.720001,3932300
2020-08-13,238.149994,250.100006,238.149994,247.250000,247.250000,4749700
2020-08-14,249.440002,252.429993,242.399994,244.910004,244.910004,3662800
2020-08-17,248.699997,267.940002,248.509995,266.149994,266.149994,8959200
2020-08-18,271.720001,277.779999,265.500000,276.799988,276.799988,6517000
2020-08-19,274.684998,279.589996,270.321991,273.510010,273.510010,4674000
2020-08-20,274.450012,290.880005,273.989990,290.690002,290.690002,9318400
2020-08-21,291.000000,295.970001,286.944000,289.679993,289.679993,5250100
2020-08-24,293.000000,293.869995,274.105988,282.279999,282.279999,6463500
2020-08-25,279.000000,293.721985,275.809998,290.440002,290.440002,4602900
2020-08-26,293.000000,302.000000,290.850006,295.269989,295.269989,5692100
2020-08-27,295.690002,301.519989,290.329987,294.679993,294.679993,5560600
2020-08-28,299.220001,303.579987,297.260010,299.269989,299.269989,5353400
2020-08-31,304.010010,325.899994,301.269989,325.100006,325.100006,23468100
2020-09-01,439.510010,478.000000,410.679993,457.690002,457.690002,53346800
2020-09-02,445.670013,445.670013,410.000000,423.559998,423.559998,18866800
2020-09-03,399.549988,409.899994,367.000000,381.320007,381.320007,20304300
2020-09-04,375.500000,386.010010,346.760010,369.890015,369.890015,13230100
2020-09-08,350.700012,365.500000,345.679993,350.880005,350.880005,7966500
2020-09-09,369.750000,394.799011,362.122986,389.649994,389.649994,17325800
2020-09-10,400.000000,407.820007,378.359985,384.480011,384.480011,11932100
2020-09-11,389.130005,400.750000,373.049988,383.000000,383.000000,9297600
2020-09-14,391.744995,404.359985,386.130005,403.510010,403.510010,7963100
2020-09-15,410.000000,413.500000,391.049988,410.940002,410.940002,8495600
2020-09-16,406.273987,419.420013,404.220001,408.170013,408.170013,6739800
2020-09-17,389.000000,417.820007,387.000000,413.125000,413.125000,9260400
2020-09-18,419.799988,442.000000,407.500000,438.730011,438.730011,22315700
2020-09-21,434.000000,470.000000,434.000000,468.470001,468.470001,16843800
2020-09-22,477.000000,494.899994,458.750000,492.600006,492.600006,16440600
2020-09-23,489.489990,529.739990,483.252991,500.529999,500.529999,27051300
2020-09-24,487.010010,502.250000,457.690002,464.980011,464.980011,17896600
2020-09-25,474.869995,500.000000,474.869995,496.500000,496.500000,12906800
2020-09-28,502.410004,519.770020,479.570007,487.660004,487.660004,17621300
2020-09-29,488.130005,489.799988,463.000000,465.500000,465.500000,15211300
2020-09-30,464.209991,481.554993,462.000000,470.109985,470.109985,8943800
2020-10-01,477.000000,483.730011,465.000000,482.989990,482.989990,7859300
2020-10-02,485.005005,507.489990,481.000000,482.230011,482.230011,12791700
2020-10-05,493.970001,496.899994,475.260010,485.369995,485.369995,7534700
2020-10-06,480.510010,487.899994,473.222992,478.250000,478.250000,6097700
2020-10-07,482.500000,487.500000,477.109985,480.609985,480.609985,4449500
2020-10-08,484.000000,489.489990,475.579987,478.549988,478.549988,4193100
2020-10-09,487.989990,498.899994,484.079987,492.410004,492.410004,8719700
2020-10-12,501.429993,506.109985,490.477997,491.540009,491.540009,6979500
2020-10-13,494.000000,520.000000,493.000000,518.789978,518.789978,8941500
2020-10-14,518.780029,519.799988,498.600006,509.250000,509.250000,8327700
2020-10-15,509.079987,540.049988,506.500000,536.400024,536.400024,16520600
2020-10-16,544.000000,565.450012,543.250000,559.000000,559.000000,13745800
2020-10-19,572.500000,588.840027,562.549988,568.340027,568.340027,15193200
2020-10-20,572.330017,575.690002,534.590027,537.020020,537.020020,12098200
2020-10-21,535.880005,551.659973,511.779999,513.190002,513.190002,9215400
2020-10-22,521.780029,530.429993,503.470001,520.539978,520.539978,8100900
2020-10-23,522.330017,527.000000,505.410004,511.519989,511.519989,5377100
2020-10-26,520.489014,541.104980,510.309998,517.789978,517.789978,10080800
2020-10-27,525.219971,540.000000,513.299988,538.989990,538.989990,7227600
2020-10-28,549.500000,553.859009,511.500000,516.010010,516.010010,8810100
2020-10-29,521.190002,525.455017,483.500000,489.679993,489.679993,9207600
2020-10-30,481.500000,495.950012,457.019989,460.910004,460.910004,8697800
2020-11-02,462.290009,477.000000,440.000000,453.000000,453.000000,8051900
2020-11-03,456.328003,461.880005,445.010010,451.510010,451.510010,6497000
2020-11-04,471.920013,484.940002,455.399994,483.700012,483.700012,8048500
2020-11-05,497.989990,499.350006,480.760986,496.730011,496.730011,6379900
2020-11-06,494.660004,505.880005,482.730011,500.109985,500.109985,4266000
2020-11-09,433.000000,446.470001,402.000000,413.239990,413.239990,18033500
2020-11-10,412.503998,414.450012,366.279999,376.010010,376.010010,20751900
2020-11-11,391.649994,419.799988,385.000000,413.339996,413.339996,16691100
2020-11-12,427.850006,435.750000,419.609985,428.640015,428.640015,14910000
2020-11-13,425.989990,428.468994,396.869995,403.579987,403.579987,11732200
